ID_hecho,ROL,VICTIMA,SEXO,EDAD,FECHA_FALLECIMIENTO,hrsUntilDisease
2018-0047,PEATON,PEATON,MASCULINO,82.0,2018-05-09 23:59:59.000000000,28.99972222222222
2018-0048,PEATON,PEATON,MASCULINO,57.0,2018-05-16 23:59:59.000000000,181.49972222222223
2018-0049,PEATON,PEATON,FEMENINO,40.0,2018-05-13 23:59:59.000000000,52.749722222222225
2018-0050,PEATON,PEATON,FEMENINO,47.0,2018-05-24 23:59:59.000000000,245.24972222222223
2018-0051,PEATON,PEATON,FEMENINO,57.0,2018-05-15 23:59:59.000000000,2.749722222222222
2018-0052,PEATON,PEATON,MASCULINO,78.0,2018-05-19 23:59:59.000000000,27.49972222222222
2018-0053,CONDUCTOR,MOTO,MASCULINO,43.0,2018-05-20 23:59:59.000000000,21.49972222222222
2018-0054,PEATON,PEATON,FEMENINO,86.0,2018-05-25 23:59:59.000000000,84.74972222222222
2018-0055,CONDUCTOR,MOTO,MASCULINO,21.0,2018-05-29 23:59:59.000000000,16.49972222222222
2018-0056,PEATON,PEATON,FEMENINO,69.0,2018-06-04 23:59:59.000000000,58.999722222222225
2018-0057,CONDUCTOR,MOTO,MASCULINO,33.0,2018-06-04 23:59:59.000000000,44.499722222222225
2018-0058,CONDUCTOR,MOTO,MASCULINO,26.0,2018-06-13 23:59:59.000000000,257.4997222222222
2018-0059,CONDUCTOR,MOTO,MASCULINO,54.0,2018-06-08 23:59:59.000000000,17.66638888888889
2018-0060,PEATON,PEATON,MASCULINO,51.0,2018-06-08 23:59:59.000000000,11.16638888888889
2018-0061,CONDUCTOR,MOTO,MASCULINO,51.0,2018-06-10 23:59:59.000000000,12.749722222222223
2018-0062,PEATON,PEATON,MASCULINO,32.0,2018-06-14 23:59:59.000000000,22.99972222222222
2018-0063,PEATON,PEATON,FEMENINO,28.0,2018-06-17 23:59:59.000000000,26.74972222222222
2018-0064,CONDUCTOR,AUTO,MASCULINO,30.0,2018-06-25 23:59:59.000000000,22.74972222222222
2018-0065,CONDUCTOR,MOTO,MASCULINO,35.0,2018-06-26 23:59:59.000000000,6.499722222222222
2018-0066,PEATON,PEATON,MASCULINO,73.0,2018-06-28 23:59:59.000000000,12.999722222222223
2018-0067,PASAJERO_ACOMPAÑANTE,PASAJEROS,FEMENINO,81.0,2018-07-06 23:59:59.000000000,175.74972222222223
2018-0068,CONDUCTOR,MOTO,MASCULINO,21.0,2018-07-01 23:59:59.000000000,14.999722222222223
2018-0069,CICLISTA,BICICLETA,MASCULINO,20.0,2018-07-04 23:59:59.000000000,2.249722222222222
2018-0070,CONDUCTOR,MOTO,MASCULINO,33.0,2018-07-07 23:59:59.000000000,8.249722222222223
2018-0071,CONDUCTOR,MOTO,MASCULINO,37.0,2018-07-10 23:59:59.000000000,6.166388888888889
2018-0072,CONDUCTOR,MOTO,MASCULINO,27.0,2018-07-13 23:59:59.000000000,58.749722222222225
2018-0073,PEATON,PEATON,FEMENINO,67.0,2018-07-11 23:59:59.000000000,8.249722222222223
2018-0074,CONDUCTOR,AUTO,MASCULINO,25.0,2018-07-14 23:59:59.000000000,17.933055555555555
2018-0075,PEATON,PEATON,MASCULINO,23.0,2018-07-15 23:59:59.000000000,16.49972222222222
2018-0076,CONDUCTOR,AUTO,MASCULINO,73.0,2018-07-16 23:59:59.000000000,14.499722222222223
2018-0077,CONDUCTOR,AUTO,MASCULINO,58.0,2018-07-17 23:59:59.000000000,24.74972222222222
2018-0078,PEATON,PEATON,MASCULINO,27.0,2018-07-21 23:59:59.000000000,17.74972222222222
2018-0079,PEATON,PEATON,MASCULINO,39.0,2018-07-23 23:59:59.000000000,16.74972222222222
2018-0080,PEATON,PEATON,MASCULINO,26.0,2018-07-25 23:59:59.000000000,1.6330555555555555
2018-0081,PEATON,PEATON,MASCULINO,35.0,2018-07-29 23:59:59.000000000,17.49972222222222
2018-0082,CONDUCTOR,MOTO,FEMENINO,17.0,2018-08-01 23:59:59.000000000,8.116388888888888
2018-0083,CONDUCTOR,MOTO,MASCULINO,31.0,2018-08-02 23:59:59.000000000,18.66638888888889
2018-0084,PEATON,PEATON,MASCULINO,45.0,2018-08-03 23:59:59.000000000,16.583055555555557
2018-0085,PASAJERO_ACOMPAÑANTE,MOTO,FEMENINO,22.0,2018-08-03 23:59:59.000000000,5.733055555555556
2018-0085,CONDUCTOR,MOTO,MASCULINO,30.0,2018-08-03 23:59:59.000000000,5.733055555555556
2018-0086,PEATON,PEATON,MASCULINO,40.0,2018-08-10 23:59:59.000000000,2.266388888888889
2018-0087,PEATON,PEATON,MASCULINO,75.0,2018-08-20 23:59:59.000000000,124.66638888888889
2018-0088,CONDUCTOR,MOTO,MASCULINO,31.0,2018-08-17 23:59:59.000000000,7.3997222222222225
2018-0089,PEATON,PEATON,MASCULINO,80.0,2018-08-17 23:59:59.000000000,6.066388888888889
2018-0090,CONDUCTOR,MOTO,MASCULINO,27.0,2018-08-18 23:59:59.000000000,13.433055555555555
2018-0091,PASAJERO_ACOMPAÑANTE,AUTO,FEMENINO,23.0,2018-08-19 23:59:59.000000000,5.216388888888889
2018-0092,CONDUCTOR,MOTO,MASCULINO,23.0,2018-08-20 23:59:59.000000000,15.66638888888889
2018-0093,PEATON,PEATON,MASCULINO,24.0,2018-08-20 23:59:59.000000000,15.31638888888889
2018-0094,CONDUCTOR,MOTO,MASCULINO,32.0,2018-08-23 23:59:59.000000000,18.41638888888889
2018-0095,PASAJERO_ACOMPAÑANTE,AUTO,FEMENINO,49.0,2018-08-26 23:59:59.000000000,23.01638888888889
2018-0096,PEATON,PEATON,MASCULINO,39.0,2018-08-31 23:59:59.000000000,1.666388888888889
2018-0097,CONDUCTOR,AUTO,FEMENINO,35.0,2018-09-02 23:59:59.000000000,13.16638888888889
2018-0098,CONDUCTOR,AUTO,MASCULINO,55.0,2018-09-09 23:59:59.000000000,18.99972222222222
2018-0098,PASAJERO_ACOMPAÑANTE,AUTO,MASCULINO,54.0,2018-09-09 23:59:59.000000000,18.99972222222222
2018-0099,PEATON,PEATON,MASCULINO,18.0,2018-09-13 23:59:59.000000000,33.58305555555555
2018-0100,,MOTO,FEMENINO,33.0,2018-09-20 23:59:59.000000000,13.499722222222223
2018-0101,CONDUCTOR,AUTO,MASCULINO,32.0,2018-09-21 23:59:59.000000000,23.74972222222222
2018-0102,CONDUCTOR,MOTO,MASCULINO,20.0,2018-09-21 23:59:59.000000000,23.49972222222222
2018-0103,PEATON,PEATON,MASCULINO,1.0,2018-09-29 23:59:59.000000000,54.14972222222222
2018-0104,CONDUCTOR,MOTO,MASCULINO,22.0,2018-10-01 23:59:59.000000000,15.033055555555556
2018-0105,PEATON,PEATON,FEMENINO,56.0,2018-10-03 23:59:59.000000000,5.799722222222222
2018-0106,CONDUCTOR,MOTO,MASCULINO,27.0,2018-10-04 23:59:59.000000000,1.966388888888889
2018-0107,PEATON,PEATON,FEMENINO,62.0,2018-10-06 23:59:59.000000000,9.66638888888889
2018-0108,CONDUCTOR,MOTO,MASCULINO,37.0,2018-10-10 23:59:59.000000000,33.999722222222225
2018-0109,PEATON,PEATON,MASCULINO,34.0,2018-10-10 23:59:59.000000000,1.7997222222222222
2018-0110,PEATON,PEATON,MASCULINO,60.0,2018-10-14 23:59:59.000000000,44.91638888888889
2018-0111,CONDUCTOR,MOTO,MASCULINO,28.0,2018-10-19 23:59:59.000000000,11.783055555555556
2018-0112,CONDUCTOR,MOTO,FEMENINO,28.0,2018-10-24 23:59:59.000000000,14.699722222222222
2018-0113,CONDUCTOR,MOTO,MASCULINO,20.0,2018-10-25 23:59:59.000000000,12.999722222222223
2018-0114,CONDUCTOR,MOTO,MASCULINO,23.0,2018-10-30 23:59:59.000000000,21.74972222222222
2018-0115,PEATON,PEATON,MASCULINO,42.0,2018-11-01 23:59:59.000000000,35.499722222222225
2018-0116,PEATON,PEATON,MASCULINO,48.0,2018-11-08 23:59:59.000000000,181.1663888888889
2018-0117,CONDUCTOR,MOTO,MASCULINO,30.0,2018-11-08 23:59:59.000000000,111.74972222222222
2018-0118,PEATON,PEATON,FEMENINO,80.0,2018-11-05 23:59:59.000000000,9.183055555555555
2018-0119,PEATON,PEATON,FEMENINO,32.0,2018-11-06 23:59:59.000000000,25.41638888888889
2018-0120,PEATON,PEATON,FEMENINO,51.0,2018-11-20 23:59:59.000000000,274.43305555555554
2018-0121,PEATON,PEATON,FEMENINO,72.0,2018-11-09 23:59:59.000000000,7.466388888888889
2018-0122,CONDUCTOR,AUTO,MASCULINO,33.0,2018-11-12 23:59:59.000000000,22.99972222222222
2018-0123,CONDUCTOR,AUTO,MASCULINO,25.0,2018-11-12 23:59:59.000000000,20.46638888888889
2018-0124,CONDUCTOR,CARGAS,MASCULINO,44.0,2018-11-15 23:59:59.000000000,4.333055555555555
2018-0125,PEATON,PEATON,MASCULINO,29.0,2018-11-17 23:59:59.000000000,26.799722222222222
2018-0126,CONDUCTOR,MOTO,MASCULINO,27.0,2018-11-23 23:59:59.000000000,131.8163888888889
2018-0127,CONDUCTOR,MOTO,MASCULINO,29.0,2018-11-19 23:59:59.000000000,14.766388888888889
2018-0128,PASAJERO_ACOMPAÑANTE,AUTO,MASCULINO,49.0,2018-11-25 23:59:59.000000000,19.49972222222222
2018-0128,PASAJERO_ACOMPAÑANTE,AUTO,FEMENINO,39.0,2018-11-25 23:59:59.000000000,19.49972222222222
2018-0129,CONDUCTOR,MOTO,MASCULINO,37.0,2018-11-30 23:59:59.000000000,67.98305555555555
2018-0130,CONDUCTOR,MOTO,MASCULINO,38.0,2018-12-03 23:59:59.000000000,20.99972222222222
2018-0131,CONDUCTOR,MOTO,MASCULINO,29.0,2018-12-07 23:59:59.000000000,4.833055555555555
2018-0132,PEATON,PEATON,MASCULINO,70.0,2018-12-12 23:59:59.000000000,15.56638888888889
2018-0133,PEATON,PEATON,FEMENINO,60.0,2018-12-12 23:59:59.000000000,9.883055555555556
2018-0134,PEATON,PEATON,MASCULINO,56.0,2018-12-13 23:59:59.000000000,26.99972222222222
2018-0135,PEATON,PEATON,MASCULINO,80.0,2018-12-22 23:59:59.000000000,105.33305555555556
2018-0136,PEATON,PEATON,FEMENINO,70.0,2018-12-18 23:59:59.000000000,8.299722222222222
2018-0137,PASAJERO_ACOMPAÑANTE,MOTO,MASCULINO,29.0,2018-12-19 23:59:59.000000000,27.74972222222222
2018-0138,PASAJERO_ACOMPAÑANTE,PASAJEROS,FEMENINO,79.0,2018-12-21 23:59:59.000000000,14.499722222222223
2018-0139,PASAJERO_ACOMPAÑANTE,MOTO,MASCULINO,28.0,2018-12-24 23:59:59.000000000,65.49972222222222
2018-0140,CONDUCTOR,AUTO,MASCULINO,78.0,2018-12-22 23:59:59.000000000,15.91638888888889
2018-0141,PEATON,PEATON,MASCULINO,75.0,2018-12-24 23:59:59.000000000,54.33305555555555
2018-0142,PASAJERO_ACOMPAÑANTE,CARGAS,MASCULINO,32.0,2019-01-01 23:59:59.000000000,178.49972222222223
2018-0143,CONDUCTOR,MOTO,MASCULINO,22.0,2018-12-29 23:59:59.000000000,18.583055555555557
2019-0001,CONDUCTOR,MOTO,MASCULINO,25.0,2019-01-08 23:59:59.000000000,15.499722222222223
2019-0002,CONDUCTOR,AUTO,MASCULINO,32.0,2019-01-09 23:59:59.000000000,19.99972222222222
2019-0003,CONDUCTOR,MOTO,MASCULINO,23.0,2019-01-12 23:59:59.000000000,15.999722222222223
2019-0004,CONDUCTOR,AUTO,MASCULINO,71.0,2019-01-14 23:59:59.000000000,4.033055555555555
2019-0005,CONDUCTOR,MOTO,MASCULINO,43.0,2019-01-19 23:59:59.000000000,11.999722222222223
2019-0006,PEATON,PEATON,FEMENINO,12.0,2019-01-23 23:59:59.000000000,18.24972222222222
2019-0007,CONDUCTOR,MOTO,MASCULINO,35.0,2019-01-26 23:59:59.000000000,4.433055555555556
2019-0008,CONDUCTOR,MOTO,MASCULINO,42.0,2019-01-31 23:59:59.000000000,25.24972222222222
2019-0009,CONDUCTOR,MOTO,MASCULINO,34.0,2019-01-31 23:59:59.000000000,9.083055555555555
2019-0010,PEATON,PEATON,MASCULINO,41.0,2019-02-02 23:59:59.000000000,16.16638888888889
2019-0010,PEATON,PEATON,MASCULINO,59.0,2019-02-02 23:59:59.000000000,16.16638888888889
2019-0011,PEATON,PEATON,MASCULINO,42.0,2019-02-10 23:59:59.000000000,22.99972222222222
2019-0012,CONDUCTOR,MOTO,MASCULINO,31.0,2019-02-20 23:59:59.000000000,92.73305555555555
2019-0013,PEATON,PEATON,MASCULINO,39.0,2019-03-02 23:59:59.000000000,256.4997222222222
2019-0014,CONDUCTOR,MOTO,MASCULINO,69.0,2019-02-20 23:59:59.000000000,6.499722222222222
2019-0015,CONDUCTOR,AUTO,MASCULINO,21.0,2019-02-23 23:59:59.000000000,17.049722222222222
2019-0016,CONDUCTOR,MOTO,MASCULINO,40.0,2019-02-24 23:59:59.000000000,21.99972222222222
2019-0017,CONDUCTOR,AUTO,MASCULINO,22.0,2019-03-07 23:59:59.000000000,112.99972222222222
2019-0018,PEATON,PEATON,FEMENINO,29.0,2019-03-03 23:59:59.000000000,0.49972222222222223
2019-0019,CONDUCTOR,MOTO,MASCULINO,36.0,2019-03-26 23:59:59.000000000,491.9997222222222
2019-0020,CONDUCTOR,MOTO,MASCULINO,43.0,2019-03-07 23:59:59.000000000,2.9830555555555556
2019-0021,CONDUCTOR,MOTO,MASCULINO,23.0,2019-03-16 23:59:59.000000000,25.16638888888889
2019-0022,PASAJERO_ACOMPAÑANTE,AUTO,MASCULINO,44.0,2019-03-15 23:59:59.000000000,23.99972222222222
2019-0023,CONDUCTOR,AUTO,MASCULINO,34.0,2019-03-16 23:59:59.000000000,15.533055555555556
2019-0024,CONDUCTOR,MOTO,MASCULINO,32.0,2019-03-19 23:59:59.000000000,16.799722222222222
2019-0025,PEATON,PEATON,MASCULINO,27.0,2019-04-04 23:59:59.000000000,322.8330555555556
2019-0026,PEATON,PEATON,MASCULINO,42.0,2019-03-28 23:59:59.000000000,16.46638888888889
2019-0027,CICLISTA,BICICLETA,MASCULINO,37.0,2019-03-28 23:59:59.000000000,12.81638888888889
2019-0028,PEATON,PEATON,FEMENINO,44.0,2019-04-06 23:59:59.000000000,14.749722222222223
2019-0029,CONDUCTOR,MOTO,MASCULINO,27.0,2019-04-07 23:59:59.000000000,13.749722222222223
2019-0030,CONDUCTOR,MOTO,MASCULINO,25.0,2019-04-09 23:59:59.000000000,7.999722222222222
2019-0031,CICLISTA,BICICLETA,MASCULINO,20.0,2019-04-12 23:59:59.000000000,4.083055555555555
2019-0032,PEATON,PEATON,FEMENINO,83.0,2019-04-18 23:59:59.000000000,60.999722222222225
2019-0033,CONDUCTOR,MOTO,MASCULINO,25.0,2019-04-18 23:59:59.000000000,22.99972222222222
2019-0034,CONDUCTOR,MOTO,MASCULINO,43.0,2019-04-21 23:59:59.000000000,14.866388888888888
2019-0035,PEATON,PEATON,FEMENINO,75.0,2019-04-23 23:59:59.000000000,9.833055555555555
2019-0036,CONDUCTOR,MOTO,MASCULINO,34.0,2019-05-02 23:59:59.000000000,145.23305555555555
2019-0037,CONDUCTOR,MOTO,MASCULINO,17.0,2019-05-01 23:59:59.000000000,0.8330555555555555
2019-0038,PEATON,PEATON,FEMENINO,42.0,2019-05-05 23:59:59.000000000,33.83305555555555
2019-0105,PEATON,PEATON,FEMENINO,82.0,2019-05-08 23:59:59.000000000,84.99972222222222
2019-0039,CONDUCTOR,MOTO,MASCULINO,28.0,2019-05-09 23:59:59.000000000,20.91638888888889
2019-0040,CONDUCTOR,MOTO,MASCULINO,44.0,2019-05-15 23:59:59.000000000,155.24972222222223
2019-0041,PASAJERO_ACOMPAÑANTE,AUTO,FEMENINO,78.0,2019-05-11 23:59:59.000000000,3.499722222222222
2019-0042,PEATON,PEATON,MASCULINO,39.0,2019-05-14 23:59:59.000000000,8.999722222222223
2019-0043,CICLISTA,BICICLETA,FEMENINO,47.0,2019-05-21 23:59:59.000000000,14.999722222222223
2019-0044,PEATON,PEATON,FEMENINO,77.0,2019-05-29 23:59:59.000000000,59.249722222222225
2019-0045,CONDUCTOR,MOTO,MASCULINO,33.0,2019-06-03 23:59:59.000000000,16.549722222222222
2019-0046,PASAJERO_ACOMPAÑANTE,MOTO,FEMENINO,26.0,2019-06-04 23:59:59.000000000,14.999722222222223
2019-0047,PEATON,PEATON,MASCULINO,76.0,2019-06-06 23:59:59.000000000,13.999722222222223
2019-0048,CONDUCTOR,MOTO,MASCULINO,32.0,2019-06-07 23:59:59.000000000,16.99972222222222
2019-0049,PEATON,PEATON,FEMENINO,72.0,2019-06-09 23:59:59.000000000,38.66638888888889
2019-0050,CONDUCTOR,MOTO,MASCULINO,21.0,2019-06-09 23:59:59.000000000,24.41638888888889
2019-0051,CONDUCTOR,MOTO,MASCULINO,41.0,2019-06-11 23:59:59.000000000,13.999722222222223
2019-0053,PASAJERO_ACOMPAÑANTE,AUTO,MASCULINO,49.0,2019-06-14 23:59:59.000000000,6.666388888888889
2019-0054,CONDUCTOR,MOTO,MASCULINO,21.0,2019-06-20 23:59:59.000000000,20.99972222222222
2019-0055,CONDUCTOR,MOTO,MASCULINO,47.0,2019-06-21 23:59:59.000000000,28.24972222222222
2019-0056,PEATON,PEATON,FEMENINO,75.0,2019-06-29 23:59:59.000000000,6.733055555555556
2019-0057,PEATON,PEATON,FEMENINO,63.0,2019-07-08 23:59:59.000000000,76.99972222222222
2019-0058,CONDUCTOR,MOTO,MASCULINO,39.0,2019-07-10 23:59:59.000000000,14.66638888888889
2019-0059,CONDUCTOR,MOTO,MASCULINO,30.0,2019-07-13 23:59:59.000000000,1.416388888888889
2019-0060,PEATON,PEATON,FEMENINO,78.0,2019-07-17 23:59:59.000000000,12.66638888888889
2019-0061,PEATON,PEATON,FEMENINO,58.0,2019-07-17 23:59:59.000000000,5.333055555555555
2019-0062,PEATON,PEATON,FEMENINO,60.0,2019-08-02 23:59:59.000000000,24.99972222222222
2019-0063,PASAJERO_ACOMPAÑANTE,MOTO,MASCULINO,46.0,2019-08-04 23:59:59.000000000,22.49972222222222
2019-0064,CONDUCTOR,MOTO,MASCULINO,20.0,2019-08-06 23:59:59.000000000,20.74972222222222
2019-0065,PEATON,PEATON,FEMENINO,55.0,2019-08-09 23:59:59.000000000,31.24972222222222
2019-0066,PEATON,PEATON,MASCULINO,40.0,2019-08-11 23:59:59.000000000,2.749722222222222
2019-0067,CONDUCTOR,MOTO,MASCULINO,35.0,2019-08-14 23:59:59.000000000,8.999722222222223
2019-0068,CONDUCTOR,MOTO,MASCULINO,53.0,2019-08-14 23:59:59.000000000,6.333055555555555
2019-0069,CONDUCTOR,MOTO,MASCULINO,43.0,2019-08-17 23:59:59.000000000,18.583055555555557
2019-0070,CONDUCTOR,MOTO,MASCULINO,25.0,2019-08-22 23:59:59.000000000,11.499722222222223
2019-0071,PEATON,PEATON,MASCULINO,41.0,2019-08-27 23:59:59.000000000,12.499722222222223
2019-0072,CONDUCTOR,AUTO,MASCULINO,22.0,2019-09-02 23:59:59.000000000,137.6663888888889
2019-0073,CONDUCTOR,AUTO,MASCULINO,29.0,2019-09-06 23:59:59.000000000,214.1663888888889
2019-0074,CONDUCTOR,MOTO,MASCULINO,35.0,2019-08-29 23:59:59.000000000,14.999722222222223
2019-0075,CONDUCTOR,MOTO,MASCULINO,31.0,2019-08-30 23:59:59.000000000,0.6663888888888889
2019-0076,CONDUCTOR,MOTO,FEMENINO,29.0,2019-09-05 23:59:59.000000000,5.999722222222222
2019-0077,PEATON,PEATON,FEMENINO,28.0,2019-09-08 23:59:59.000000000,20.333055555555557
2019-0078,PEATON,PEATON,FEMENINO,72.0,2019-09-15 23:59:59.000000000,87.58305555555556
2019-0079,CONDUCTOR,MOTO,MASCULINO,57.0,2019-09-17 23:59:59.000000000,18.49972222222222
2019-0080,PEATON,PEATON,MASCULINO,76.0,2019-09-17 23:59:59.000000000,5.333055555555555
2019-0081,PEATON,PEATON,MASCULINO,67.0,2019-10-07 23:59:59.000000000,343.9997222222222
2019-0082,CICLISTA,BICICLETA,MASCULINO,47.0,2019-09-25 23:59:59.000000000,16.24972222222222
2019-0083,CONDUCTOR,AUTO,MASCULINO,73.0,2019-09-26 23:59:59.000000000,15.999722222222223
2019-0084,CICLISTA,BICICLETA,FEMENINO,40.0,2019-09-27 23:59:59.000000000,12.249722222222223
2019-0085,CICLISTA,BICICLETA,MASCULINO,20.0,2019-10-09 23:59:59.000000000,1.6997222222222221
2019-0086,CONDUCTOR,MOTO,MASCULINO,29.0,2019-10-15 23:59:59.000000000,9.833055555555555
2019-0087,CONDUCTOR,MOTO,MASCULINO,41.0,2019-10-21 23:59:59.000000000,2.999722222222222
2019-0088,PEATON,PEATON,MASCULINO,27.0,2019-10-22 23:59:59.000000000,3.999722222222222
2019-0089,PEATON,PEATON,FEMENINO,92.0,2019-10-23 23:59:59.000000000,8.249722222222223
2019-0090,PEATON,PEATON,MASCULINO,67.0,2019-10-26 23:59:59.000000000,53.56638888888889
2019-0091,PEATON,PEATON,MASCULINO,35.0,2019-11-01 23:59:59.000000000,3.1663888888888887
2019-0092,PEATON,PEATON,MASCULINO,37.0,2019-11-03 23:59:59.000000000,13.499722222222223
2019-0093,CICLISTA,BICICLETA,MASCULINO,16.0,2019-11-13 23:59:59.000000000,12.16638888888889
2019-0094,PASAJERO_ACOMPAÑANTE,MOTO,FEMENINO,34.0,2019-11-18 23:59:59.000000000,9.999722222222223
2019-0095,CONDUCTOR,MOTO,MASCULINO,24.0,2019-11-20 23:59:59.000000000,8.499722222222223
2019-0096,PEATON,PEATON,MASCULINO,73.0,2019-11-22 23:59:59.000000000,4.449722222222222
2019-0097,PASAJERO_ACOMPAÑANTE,MOTO,FEMENINO,23.0,2019-11-25 23:59:59.000000000,15.16638888888889
2019-0098,PASAJERO_ACOMPAÑANTE,PASAJEROS,FEMENINO,61.0,2019-11-29 23:59:59.000000000,105.99972222222222
2019-0100,CONDUCTOR,MOTO,MASCULINO,38.0,2019-12-18 23:59:59.000000000,318.4997222222222
2019-0101,CONDUCTOR,MOTO,MASCULINO,25.0,2019-12-17 23:59:59.000000000,19.66638888888889
2019-0102,CONDUCTOR,MOTO,MASCULINO,18.0,2019-12-18 23:59:59.000000000,33.499722222222225
2019-0103,CONDUCTOR,MOTO,MASCULINO,24.0,2019-12-18 23:59:59.000000000,11.976944444444445
2019-0104,PASAJERO_ACOMPAÑANTE,MOTO,FEMENINO,23.0,2019-12-22 23:59:59.000000000,43.58305555555555
2020-0001,PEATON,PEATON,FEMENINO,87.0,2020-01-04 23:59:59.000000000,13.333055555555555
2020-0002,CONDUCTOR,MOTO,MASCULINO,36.0,2020-01-07 23:59:59.000000000,51.999722222222225
2020-0003,PEATON,PEATON,MASCULINO,44.0,2020-01-11 23:59:59.000000000,17.99972222222222
2020-0004,PEATON,PEATON,MASCULINO,82.0,2020-01-15 23:59:59.000000000,26.333055555555557
2020-0005,CONDUCTOR,MOTO,MASCULINO,25.0,2020-02-10 23:59:59.000000000,665.9997222222222
2020-0006,CONDUCTOR,MOTO,MASCULINO,23.0,2020-01-20 23:59:59.000000000,11.083055555555555
2020-0007,PEATON,PEATON,MASCULINO,52.0,2020-01-27 23:59:59.000000000,23.383055555555554
2020-0008,CONDUCTOR,MOTO,MASCULINO,49.0,2020-01-30 23:59:59.000000000,16.833055555555557
2020-0009,PEATON,PEATON,MASCULINO,48.0,2020-02-05 23:59:59.000000000,33.16638888888889
2020-0010,CONDUCTOR,MOTO,MASCULINO,39.0,2020-02-08 23:59:59.000000000,18.24972222222222
2020-0011,CONDUCTOR,MOTO,MASCULINO,31.0,2020-02-12 23:59:59.000000000,12.516388888888889
2020-0012,PEATON,PEATON,FEMENINO,66.0,2020-02-18 23:59:59.000000000,2.999722222222222
2020-0013,PEATON,PEATON,FEMENINO,58.0,2020-03-03 23:59:59.000000000,299.9997222222222
2020-0014,CONDUCTOR,MOTO,MASCULINO,25.0,2020-02-27 23:59:59.000000000,21.76638888888889
2020-0015,CONDUCTOR,MOTO,MASCULINO,29.0,2020-02-28 23:59:59.000000000,9.499722222222223
2020-0016,PEATON,PEATON,MASCULINO,68.0,2020-03-09 23:59:59.000000000,226.99972222222223
2020-0017,PEATON,PEATON,MASCULINO,37.0,2020-03-05 23:59:59.000000000,0.9997222222222222
2020-0018,CONDUCTOR,MOTO,MASCULINO,31.0,2020-03-09 23:59:59.000000000,9.999722222222223
2020-0019,PEATON,PEATON,FEMENINO,80.0,2020-03-10 23:59:59.000000000,2.999722222222222
2020-0020,PEATON,PEATON,FEMENINO,74.0,2020-03-17 23:59:59.000000000,102.49972222222222
2020-0021,PEATON,PEATON,FEMENINO,87.0,2020-03-14 23:59:59.000000000,7.166388888888889
2020-0022,PASAJERO_ACOMPAÑANTE,AUTO,MASCULINO,44.0,2020-04-07 23:59:59.000000000,17.74972222222222
2020-0023,CONDUCTOR,AUTO,MASCULINO,44.0,2020-05-03 23:59:59.000000000,581.2997222222223
2020-0024,CONDUCTOR,AUTO,MASCULINO,53.0,2020-04-24 23:59:59.000000000,16.033055555555556
2020-0025,PEATON,PEATON,MASCULINO,51.0,2020-05-12 23:59:59.000000000,18.41638888888889
2020-0026,CONDUCTOR,MOTO,MASCULINO,28.0,2020-05-17 23:59:59.000000000,17.333055555555557
2020-0027,PEATON,PEATON,MASCULINO,76.0,2020-05-18 23:59:59.000000000,15.999722222222223
2020-0028,PEATON,PEATON,MASCULINO,91.0,2020-05-23 23:59:59.000000000,109.99972222222222
2020-0029,PEATON,PEATON,MASCULINO,80.0,2020-06-12 23:59:59.000000000,57.999722222222225
2020-0030,CONDUCTOR,MOTO,MASCULINO,40.0,2020-06-16 23:59:59.000000000,8.999722222222223
2020-0031,CONDUCTOR,MOTO,MASCULINO,29.0,2020-06-30 23:59:59.000000000,15.999722222222223
2020-0032,CONDUCTOR,MOTO,MASCULINO,21.0,2020-07-10 23:59:59.000000000,0.9997222222222222
2020-0033,CONDUCTOR,AUTO,MASCULINO,32.0,2020-07-19 23:59:59.000000000,17.583055555555557
2020-0034,PEATON,PEATON,FEMENINO,45.0,2020-08-02 23:59:59.000000000,20.66638888888889
2020-0035,CONDUCTOR,MOTO,MASCULINO,40.0,2020-08-04 23:59:59.000000000,18.49972222222222
2020-0036,PEATON,PEATON,MASCULINO,72.0,2020-08-22 23:59:59.000000000,365.3330555555556
2020-0037,PEATON,PEATON,MASCULINO,38.0,2020-08-29 23:59:59.000000000,19.49972222222222
2020-0038,CONDUCTOR,AUTO,MASCULINO,46.0,2020-08-30 23:59:59.000000000,19.99972222222222
2020-0038,CONDUCTOR,AUTO,MASCULINO,64.0,2020-08-30 23:59:59.000000000,19.99972222222222
2020-0039,PEATON,PEATON,MASCULINO,44.0,2020-09-01 23:59:59.000000000,4.704722222222222
2020-0040,CONDUCTOR,AUTO,MASCULINO,42.0,2020-09-12 23:59:59.000000000,20.49972222222222
2020-0041,CONDUCTOR,MOTO,MASCULINO,34.0,2020-09-28 23:59:59.000000000,22.24972222222222
2020-0042,PEATON,PEATON,FEMENINO,53.0,2020-09-29 23:59:59.000000000,6.833055555555555
2020-0043,PEATON,PEATON,MASCULINO,64.0,2020-09-30 23:59:59.000000000,6.666388888888889
2020-0044,CONDUCTOR,AUTO,MASCULINO,43.0,2020-10-05 23:59:59.000000000,23.66638888888889
2020-0045,CONDUCTOR,AUTO,MASCULINO,50.0,2020-10-19 23:59:59.000000000,20.99972222222222
2020-0046,CONDUCTOR,MOTO,MASCULINO,41.0,2020-10-27 23:59:59.000000000,2.999722222222222
2020-0047,PEATON,PEATON,MASCULINO,15.0,2020-10-27 23:59:59.000000000,9.999722222222223
